id_poursuite,business_id,date,description,adresse,date_jugement,etablissement,montant,proprietaire,ville,statut,date_statut,categorie
5743,813,"20180828","Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","434 Rue Jarry Est, Montréal, Québec","20200214","LE ROI DE LA POINTE DE PIZZA","800","9123-8907 QUEBEC INC.","Montréal","Fermé","20201204","Restaurant service rapide"
1781,827,"20130724","Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","6521 Av. Somerled, Montréal, Québec","20140114","LE PETIT SZECHUAN","1200","9125-1645 QUEBEC INC.","Montréal","Fermé changement d'exploitant","20141127","Restaurant"
2098,857,"20140319","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","7166 Rue Saint-Denis, Montréal, Québec","20140926","RESTAURANT PHO NAM DO","1250","9177-1295 QUEBEC INC.","Montréal","Fermé changement d'exploitant","20150129","Restaurant"
4523,864,"20170817","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","705 Rue Sainte-Catherine Ouest, Local 1228, Montréal, Québec","20170823","RESTAURANT NOUVEAU AMIR","250","9154-8214 QUEBEC INC.","Montréal","Ouvert","19930112","Restaurant service rapide"
1365,883,"20120412","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","5505 Av. Victoria, Montréal, Québec","20130326","MARCHE KIM PO","3000","2848-7304 QUEBEC INC.","Montréal","Ouvert","19930304","Boucherie-épicerie"
5319,883,"20180314","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","5505 Av. Victoria, Montréal, Québec","20201008","MARCHE KIM PO","3000","2848-7304 QUEBEC INC.","Montréal","Ouvert","19930304","Boucherie-épicerie"
5554,883,"20180502","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","5505 Av. Victoria, Montréal, Québec","20191016","MARCHE KIM PO","3000","2848-7304 QUEBEC INC.","Montréal","Ouvert","19930304","Boucherie-épicerie"
6086,934,"20180922","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","6700 Ch. de la Côte-des-Neiges, Local 177, Montréal, Québec","20201113","ZIESCO (LA MAISON DU CLUB)","1000","2963-0795 QUEBEC INC.","Montréal","Fermé","20200803","Restaurant service rapide"
1269,1262,"20111121","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","7275 Rue Sherbrooke Est, Local 4, Montréal, Québec","20130222","RESTAURANT AMIR","1000","2694328 CANADA INC.","Montréal","Fermé changement d'exploitant","20121210","Restaurant service rapide"
1270,1262,"20111121","Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","7275 Rue Sherbrooke Est, Local 4, Montréal, Québec","20130128","RESTAURANT AMIR","350","2694328 CANADA INC.","Montréal","Fermé changement d'exploitant","20121210","Restaurant service rapide"
5528,68197,"20180524","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","2490 Boul. Saint-Joseph, Lachine, Québec","20180606","AUX TROIS 2/20 (DEVINS)","250","2964-5280 QUEBEC INC.","Lachine","Fermé","20220609","Restaurant"
2325,6464,"20141008","Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","7065 Boul. Langelier, St-Léonard, Québec","20150717","PIZZA HUT R 296-33","1250","REDBERRY MARQUE RESTO INC.","St-Léonard","Fermé","20150122","Restaurant"
1229,591,"20110816","Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","8975 Rue Hochelaga, Montréal, Québec","20121120","RESTAURANT CHAN","1900","9029-7748 QUEBEC INC.","Montréal","Fermé changement d'exploitant","20120126","Restaurant"
1217,591,"20110630","Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","8975 Rue Hochelaga, Montréal, Québec","20121120","RESTAURANT CHAN","1800","9029-7748 QUEBEC INC.","Montréal","Fermé changement d'exploitant","20120126","Restaurant"
1218,591,"20110630","Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","8975 Rue Hochelaga, Montréal, Québec","20121120","RESTAURANT CHAN","400","9029-7748 QUEBEC INC.","Montréal","Fermé changement d'exploitant","20120126","Restaurant"
2835,599,"20150902","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","7750 Rue Hochelaga, Montréal, Québec","20170515","DEPANNEUR 7750 HOCHELAGA 2005","500","9145-4470 QUEBEC INC.","Montréal","Ouvert","19930111","Épicerie avec préparation"
2632,622,"20150417","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","31 Rue Guizot Est, Montréal, Québec","20160525","BOULANGERIE PATISSERIE GUIZOT","1000","BOULANGERIE, PATISSERIE GUIZOT INC.","Montréal","Fermé","20180514","Boulangerie"
2557,622,"20150211","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","31 Rue Guizot Est, Montréal, Québec","20160525","BOULANGERIE PATISSERIE GUIZOT","900","BOULANGERIE, PATISSERIE GUIZOT INC.","Montréal","Fermé","20180514","Boulangerie"
3589,622,"20160831","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","31 Rue Guizot Est, Montréal, Québec","20190225","BOULANGERIE PATISSERIE GUIZOT","1500","BOULANGERIE, PATISSERIE GUIZOT INC.","Montréal","Fermé","20180514","Boulangerie"
3829,622,"20161019","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","31 Rue Guizot Est, Montréal, Québec","20190225","BOULANGERIE PATISSERIE GUIZOT","1500","BOULANGERIE, PATISSERIE GUIZOT INC.","Montréal","Fermé","20180514","Boulangerie"
7517,717,"20191205","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","88 Rue Bernard Ouest, Montréal, Québec","20210616","RESTAURANT THAILANDE","1000","9105-7836 QUEBEC INC.","Montréal","Ouvert","19930505","Restaurant"
6411,730,"20190129","Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.","7950 Rue Sherbrooke Est, Montréal, Québec","20201130","TABAGIE METRO HONORE-BEAUGRAND","400","GROUPE CSH (HONORE BEAUGRAND) INC.","Montréal","Ouvert","19930621","Épicerie avec préparation"
5646,730,"20180524","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","7950 Rue Sherbrooke Est, Montréal, Québec","20191017","TABAGIE METRO HONORE-BEAUGRAND","600","GROUPE CSH (HONORE BEAUGRAND) INC.","Montréal","Ouvert","19930621","Épicerie avec préparation"
5758,730,"20180822","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","7950 Rue Sherbrooke Est, Montréal, Québec","20200929","TABAGIE METRO HONORE-BEAUGRAND","1800","GROUPE CSH (HONORE BEAUGRAND) INC.","Montréal","Ouvert","19930621","Épicerie avec préparation"
7813,1808,"20200910","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","3500 Rue Douglas-B.-Floreani, St-Laurent, Québec","20200917","ARAMARK (L'OREAL CANADA)","250","ARAMARK QUEBEC INC.","St-Laurent","Ouvert","20011126","Cafétéria"
2674,8174,"20150521","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","9155 Rue Saint-Hubert, Montréal, Québec","20160112","COLLEGE AHUNTSIC #3254","1500","ARAMARK QUEBEC INC.","Montréal","Fermé","20170920","Cafétéria institution d'enseignement"
2769,72610,"20150521","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","1800 Boul. Marcel-Laurin, St-Laurent, Québec","20160225","ARAMARK (BOMBARDIER #2297)","2000","ARAMARK QUEBEC INC.","St-Laurent","Ouvert","19930330","Cafétéria"
5454,72610,"20180427","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","1800 Boul. Marcel-Laurin, St-Laurent, Québec","20190411","ARAMARK (BOMBARDIER #2297)","2800","ARAMARK QUEBEC INC.","St-Laurent","Ouvert","19930330","Cafétéria"
2560,179,"20150312","Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","8278 Boul. Maurice-Duplessis, Montréal, Québec","20160329","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","1000","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","Montréal","Fermé changement d'exploitant","20230112","Boucherie-épicerie"
2802,179,"20150717","Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","8278 Boul. Maurice-Duplessis, Montréal, Québec","20160329","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","250","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","Montréal","Fermé changement d'exploitant","20230112","Boucherie-épicerie"
2806,179,"20150924","Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","8278 Boul. Maurice-Duplessis, Montréal, Québec","20160329","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","350","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","Montréal","Fermé changement d'exploitant","20230112","Boucherie-épicerie"
8511,179,"20220225","Tout produit conditionné en vue de la vente doit porter, en caractères indélébiles, très lisibles et apparents, sur le récipient, l'emballage ou l'enveloppe qui le contient les inscriptions nécessaires pour révéler la nature, l'état, la composition, l'utilisation, la quantité exacte, l'origine et toute particularité du produit; les nom et adresse du fabricant, préparateur, conditionneur, emballeur, fournisseur ou distributeur; le lieu de fabrication, préparation ou conditionnement du produit. L'énumération des composants doit figurer par ordre d'importance décroissant. L'indication de poids doit tenir compte de la perte que peut normalement subir le produit après son conditionnement et être exprimée en poids net.","8278 Boul. Maurice-Duplessis, Montréal, Québec","20220322","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","500","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","Montréal","Fermé changement d'exploitant","20230112","Boucherie-épicerie"
4161,179,"20170313","Dans un local, une aire ou un véhicule utilisé pour la préparation des produits personne ne peut y faire usage de tabac.","8278 Boul. Maurice-Duplessis, Montréal, Québec","20170323","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","250","CHARCUTERIE FROMAGERIE LA PETITE ITALIE (1990) INC.","Montréal","Fermé changement d'exploitant","20230112","Boucherie-épicerie"
3981,4566,"20161117","Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","159 Rue Saint-Antoine Ouest, Local 398-39, Montréal, Québec","20190129","COUCHE-TARD #398","1200","COUCHE-TARD INC.","Montréal","Ouvert","20030505","Restaurant service rapide"
8492,116450,"20220111","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","4680 Av. du Parc, Montréal, Québec","20221129","COUCHE-TARD #1258","2500","COUCHE-TARD INC.","Montréal","Ouvert","20180207","Épicerie avec préparation"
8493,116450,"20220115","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","4680 Av. du Parc, Montréal, Québec","20221129","COUCHE-TARD #1258","2000","COUCHE-TARD INC.","Montréal","Ouvert","20180207","Épicerie avec préparation"
8509,116450,"20220217","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","4680 Av. du Parc, Montréal, Québec","20221129","COUCHE-TARD #1258","3000","COUCHE-TARD INC.","Montréal","Ouvert","20180207","Épicerie avec préparation"
8603,4812,"20220531","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","2010 Rue Beaubien Est, Montréal, Québec","20230222","DEPAN-ESCOMPTE COUCHE-TARD #324","1000","COUCHE-TARD INC.","Montréal","Ouvert","19940322","Épicerie avec préparation"
2424,64,"20140314","Tout produit conditionné en vue de la vente doit porter, en caractères indélébiles, très lisibles et apparents, sur le récipient, l'emballage ou l'enveloppe qui le contient les inscriptions nécessaires pour révéler la nature, l'état, la composition, l'utilisation, la quantité exacte, l'origine et toute particularité du produit; les nom et adresse du fabricant, préparateur, conditionneur, emballeur, fournisseur ou distributeur; le lieu de fabrication, préparation ou conditionnement du produit. L'énumération des composants doit figurer par ordre d'importance décroissant. L'indication de poids doit tenir compte de la perte que peut normalement subir le produit après son conditionnement et être exprimée en poids net.","8063 Av. André-Ampère, Montréal, Québec","20151021","DISTRIBUTION MULTI-VIANDE","800","9136-8696 QUEBEC INC.","Montréal","Fermé changement d'exploitant","20210908","Boucherie"
2610,94,"20150408","Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","9597 Boul. Maurice-Duplessis, Montréal, Québec","20160525","RESTAURANT PIZZERIA PEETY POPS","250","GUARRAGGI PETER","Montréal","Ouvert","19930611","Restaurant"
1523,142,"20120917","Nul ne peut préparer, détenir en vue de la vente ou de la fourniture de services moyennant rémunération, recevoir, acheter pour fins de revente, mettre en vente ou en dépôt, vendre, donner à des fins promotionnelles, transporter, faire transporter ou accepter pour transport, tout produit destiné à la consommation humaine qui est impropre à cette consommation, qui est altéré de manière à le rendre impropre à cette consommation, dont l'innocuité n'est pas assurée pour cette consommation ou qui n'est pas conforme aux exigences de la présente loi et des règlements.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20131203","EURO-MARCHE ST-MICHEL ENR.","7000","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
1402,142,"20120709","Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20121019","EURO-MARCHE ST-MICHEL ENR.","2000","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
1403,142,"20120709","Est prohibée toute tromperie ou tentative de tromperie, toute déclaration ou indication fausse, inexacte ou trompeuse, sous quelque forme et par quelque moyen que ce soit: a) sur la nature, l'état, la composition, l'identité, la provenance, l'origine, l'utilisation, la destination, la qualité, la quantité, la valeur, le prix ou une particularité du produit;  b) sur le lieu, la date ou les procédés de préparation, fabrication, conservation ou conditionnement du produit; c) sur le mode d'emploi ou de conservation du produit; d)  sur l'identité, les qualités ou aptitudes du producteur, préparateur, fabricant, conserveur, conditionneur, distributeur ou de l'agent de vente ou de livraison du produit.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20130916","EURO-MARCHE ST-MICHEL ENR.","2500","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
1522,142,"20120917","Est prohibée toute tromperie ou tentative de tromperie, toute déclaration ou indication fausse, inexacte ou trompeuse, sous quelque forme et par quelque moyen que ce soit: a) sur la nature, l'état, la composition, l'identité, la provenance, l'origine, l'utilisation, la destination, la qualité, la quantité, la valeur, le prix ou une particularité du produit;  b) sur le lieu, la date ou les procédés de préparation, fabrication, conservation ou conditionnement du produit; c) sur le mode d'emploi ou de conservation du produit; d)  sur l'identité, les qualités ou aptitudes du producteur, préparateur, fabricant, conserveur, conditionneur, distributeur ou de l'agent de vente ou de livraison du produit.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20131203","EURO-MARCHE ST-MICHEL ENR.","3000","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
8088,142,"20210122","Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20220427","EURO-MARCHE ST-MICHEL ENR.","800","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
3123,142,"20160210","Le lieu ou le véhicule doit être aéré, ventilé et disposer: d'eau potable courante chaude et froide;  d'un appareil distributeur de savon liquide ou en poudre. La température de l'eau chaude doit être d'au moins 60ºC. Le local, l'aire ou le véhicule utilisé pour la préparation des produits doit, en plus, disposer d'un évier, de serviettes individuelles jetables et être muni d'un système de récupération ou d'évacuation des eaux usées.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20161012","EURO-MARCHE ST-MICHEL ENR.","750","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
4415,142,"20170629","Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20170727","EURO-MARCHE ST-MICHEL ENR.","250","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
5406,142,"20180410","Tout produit conditionné en vue de la vente doit porter, en caractères indélébiles, très lisibles et apparents, sur le récipient, l'emballage ou l'enveloppe qui le contient les inscriptions nécessaires pour révéler la nature, l'état, la composition, l'utilisation, la quantité exacte, l'origine et toute particularité du produit; les nom et adresse du fabricant, préparateur, conditionneur, emballeur, fournisseur ou distributeur; le lieu de fabrication, préparation ou conditionnement du produit. L'énumération des composants doit figurer par ordre d'importance décroissant. L'indication de poids doit tenir compte de la perte que peut normalement subir le produit après son conditionnement et être exprimée en poids net.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20201207","EURO-MARCHE ST-MICHEL ENR.","250","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
7893,142,"20200811","L'exploitant doit empêcher que l'aménagement des installations, l'exécution des opérations de préparation, de conditionnement ou de transformation des produits, leur entreposage ou l'exécution de toute autre opération ou l'utilisation du matériel soient susceptiibles d'affecter la salubrité des produits ou les conditions sanitaires de l'exploitation.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20211117","EURO-MARCHE ST-MICHEL ENR.","2000","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
8089,142,"20210122","L'exploitant doit empêcher que l'aménagement des installations, l'exécution des opérations de préparation, de conditionnement ou de transformation des produits, leur entreposage ou l'exécution de toute autre opération ou l'utilisation du matériel soient susceptiibles d'affecter la salubrité des produits ou les conditions sanitaires de l'exploitation.","10181 Boul. Saint-Michel, Montréal-Nord, Québec","20220427","EURO-MARCHE ST-MICHEL ENR.","2300","2844087 CANADA INC.","Montréal-Nord","Ouvert","19930318","Boucherie-épicerie"
